"Image","Cells","Conversion","Organoid","Cell","Sheath.length","Sheath.type","Sheath.number","Bridge.length","Cell.type","CellID","OrgID","Sheaths.percell","Tot.length"
"Image2","Cso2","Conv_6","Org_2","Cell_4",58.785,"Bridged_perpendicular",12,4.733,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_4","Cso2.Conv_6.Org_2",14,811.049
"Image2","Cso2","Conv_6","Org_2","Cell_4",32.453,"Regular",13,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_4","Cso2.Conv_6.Org_2",14,811.049
"Image2","Cso2","Conv_6","Org_2","Cell_4",38.156,"Regular",14,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_4","Cso2.Conv_6.Org_2",14,811.049
"Image2","Cso2","Conv_6","Org_2","Cell_5",107.075,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",82.991,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",132.695,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",27.489,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",144.95,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",146.914,"Regular",6,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",24.304,"Regular",7,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",106.187,"Regular",8,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",82.378,"Regular",9,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",22.46,"Regular",10,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",34.68,"Regular",11,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",16.169,"Regular",12,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_5",16.754,"Regular",13,NA,"OLs without bridges","Cso2.Conv_6.Org_2.Cell_5","Cso2.Conv_6.Org_2",13,945.046
"Image2","Cso2","Conv_6","Org_2","Cell_6",89.382,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",77.709,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",126.992,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",105.808,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",71.496,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",145.662,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",74.031,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",56.795,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",79.127,"Regular",9,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",20.737,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",77.725,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",118.764,"Anchored",12,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image2","Cso2","Conv_6","Org_2","Cell_6",102.298,"Bridged",13,1.405,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_6","Cso2.Conv_6.Org_2",13,1146.526
"Image7","Cso2","Conv_6","Org_3","Cell_1",53.952,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",146.366,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",89.134,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",103.404,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",120.9,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",81.64,"Regular",6,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",195.635,"Regular",7,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_1",239.515,"Regular",8,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_1","Cso2.Conv_6.Org_3",8,1030.546
"Image7","Cso2","Conv_6","Org_3","Cell_2",102.681,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_2","Cso2.Conv_6.Org_3",5,621.134
"Image7","Cso2","Conv_6","Org_3","Cell_2",101.151,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_2","Cso2.Conv_6.Org_3",5,621.134
"Image7","Cso2","Conv_6","Org_3","Cell_2",84.201,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_2","Cso2.Conv_6.Org_3",5,621.134
"Image7","Cso2","Conv_6","Org_3","Cell_2",134.04,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_2","Cso2.Conv_6.Org_3",5,621.134
"Image7","Cso2","Conv_6","Org_3","Cell_2",199.061,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_2","Cso2.Conv_6.Org_3",5,621.134
"Image7","Cso2","Conv_6","Org_3","Cell_3",278.642,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",128.98,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",174.51,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",15.406,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",143.02,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",159.075,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",180.741,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",135.117,"Anchored",8,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",189.435,"Bridged",9,7.145,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",73.33,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",179.799,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",107.337,"Anchored",12,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_3",160.135,"Bridged",13,3.328,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_3","Cso2.Conv_6.Org_3",13,1925.527
"Image7","Cso2","Conv_6","Org_3","Cell_4",269.64,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_4",129.566,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_4",88.253,"Anchored",3,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_4",80.999,"Bridged",4,3.258,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_4",68.421,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_4",164.045,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_4",205.167,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_4","Cso2.Conv_6.Org_3",7,1006.091
"Image7","Cso2","Conv_6","Org_3","Cell_5",206.485,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",127.715,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",120.839,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",139.488,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",97.121,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",183.2,"Regular",6,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",149.378,"Regular",7,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_5",200.652,"Regular",8,NA,"OLs without bridges","Cso2.Conv_6.Org_3.Cell_5","Cso2.Conv_6.Org_3",8,1224.878
"Image7","Cso2","Conv_6","Org_3","Cell_6",176.624,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",117.27,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",88.18,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",86.412,"Anchored",4,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",16.965,"Bridged",5,6.416,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",162.628,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",100.325,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",99.02,"Anchored",8,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",50.497,"Bridged",9,8.899,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",127.815,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",57.084,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",78.548,"Regular",12,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",45.209,"Anchored",13,NA,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image7","Cso2","Conv_6","Org_3","Cell_6",49.273,"Bridged",14,1.924,"OLs with bridges","Cso2.Conv_6.Org_3.Cell_6","Cso2.Conv_6.Org_3",14,1255.85
"Image8","Cso2","Conv_6","Org_4","Cell_1",181.075,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_1","Cso2.Conv_6.Org_4",6,886.87
"Image8","Cso2","Conv_6","Org_4","Cell_1",84.387,"Bridged",2,6.371,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_1","Cso2.Conv_6.Org_4",6,886.87
"Image8","Cso2","Conv_6","Org_4","Cell_1",181.636,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_1","Cso2.Conv_6.Org_4",6,886.87
"Image8","Cso2","Conv_6","Org_4","Cell_1",151.918,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_1","Cso2.Conv_6.Org_4",6,886.87
"Image8","Cso2","Conv_6","Org_4","Cell_1",136.137,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_1","Cso2.Conv_6.Org_4",6,886.87
"Image8","Cso2","Conv_6","Org_4","Cell_1",151.717,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_1","Cso2.Conv_6.Org_4",6,886.87
"Image9","Cso2","Conv_6","Org_4","Cell_6",147.46,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",149.883,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",126.73,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",123.889,"Anchored",4,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",32.309,"Bridged",5,1.62,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",100.98,"Bridged",6,1.62,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",119.24,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_6",165.855,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_6","Cso2.Conv_6.Org_4",8,966.346
"Image9","Cso2","Conv_6","Org_4","Cell_2",163.335,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_2",40.558,"Bridged",2,3.284,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_2",134.331,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_2",54.665,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_2",209.442,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_2",113.085,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_2",15.054,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_2","Cso2.Conv_6.Org_4",7,730.47
"Image9","Cso2","Conv_6","Org_4","Cell_3",110.608,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",158.049,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",83,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",225.363,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",115.052,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",159.138,"Regular",6,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",261.475,"Regular",7,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",161.036,"Regular",8,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",91.407,"Regular",9,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",123.411,"Regular",10,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_3",14.216,"Regular",11,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_3","Cso2.Conv_6.Org_4",11,1502.755
"Image9","Cso2","Conv_6","Org_4","Cell_4",186.107,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",130.618,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",238.745,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",152.293,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",230.402,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",154.011,"Anchored",6,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",38.038,"Bridged",7,21.324,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_4",57.5,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_4.Cell_4","Cso2.Conv_6.Org_4",8,1187.714
"Image9","Cso2","Conv_6","Org_4","Cell_5",197.552,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",72.246,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",142.212,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",177.87,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",141.119,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",155.471,"Anchored",6,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",116.018,"Bridged",7,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",22.91,"Regular",8,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image9","Cso2","Conv_6","Org_4","Cell_5",177.288,"Regular",9,NA,"OLs without bridges","Cso2.Conv_6.Org_4.Cell_5","Cso2.Conv_6.Org_4",9,1202.686
"Image21","Cso2","Conv_7","Org_1","Cell_1",223.138,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",17.771,"Bridged",2,18.812,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",31.919,"Regular",3,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",140.405,"Regular",4,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",121.57,"Regular",5,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",159.945,"Anchored",6,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",46.816,"Bridged",7,12.966,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image21","Cso2","Conv_7","Org_1","Cell_1",61.135,"Bridged",8,6.769,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_1","Cso2.Conv_7.Org_1",8,802.699
"Image10","Cso2","Conv_7","Org_1","Cell_2",52.493,"Regular",1,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_2","Cso2.Conv_7.Org_1",20,1471.187
"Image10","Cso2","Conv_7","Org_1","Cell_2",80.859,"Regular",2,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_2","Cso2.Conv_7.Org_1",20,1471.187
"Image10","Cso2","Conv_7","Org_1","Cell_2",58.356,"Regular",3,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_2","Cso2.Conv_7.Org_1",20,1471.187
"Image10","Cso2","Conv_7","Org_1","Cell_2",60.283,"Regular",4,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_2","Cso2.Conv_7.Org_1",20,1471.187
"Image10","Cso2","Conv_7","Org_1","Cell_2",68.715,"Regular",5,NA,"OLs with bridges","Cso2.Conv_7.Org_1.Cell_2","Cso2.Conv_7.Org_1",20,1471.187
