Image,Cells,Conversion,Organoid,Cell,Length,sheath.type,Number,Bridge.length,Chain.length,Cell.type,CellID,OrgID,FREQ.SHEATH,Tot.length
Image6,Cso2,Conv_6,Org_1,Cell_5,77.415,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,274.426,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,87.992,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,72.684,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,110.334,Anchoring sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,47.477,Bridged sheaths,6,45.347,157.811,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,45.347,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,157.811,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,156.269,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,75.081,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,109.169,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,103.975,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,61.168,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image6,Cso2,Conv_6,Org_1,Cell_5,42.882,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_5,Cso2.Conv_6.Org_1,12,1218.872
Image2,Cso2,Conv_6,Org_2,Cell_1,36.128,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,208.011,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,81.583,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,80.399,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,86.3,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,73.655,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,93.606,Anchoring sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,16.233,Bridged sheaths,8,10.712,109.839,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,10.712,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,109.839,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,80.169,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,110.236,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,159.31,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,159.916,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,104.425,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,63.464,Non-Bridged sheaths sheaths,14,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,84.967,Non-Bridged sheaths sheaths,15,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,13.232,Non-Bridged sheaths sheaths,16,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_1,99.871,Non-Bridged sheaths sheaths,17,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_1,Cso2.Conv_6.Org_2,17,1551.505
Image2,Cso2,Conv_6,Org_2,Cell_2,92.239,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,52.973,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,127.827,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,165.689,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,86.849,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,103.9,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,68.77,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_2,43.586,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_2,Cso2.Conv_6.Org_2,8,741.833
Image2,Cso2,Conv_6,Org_2,Cell_3,129.659,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,124.278,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,50.918,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,81.32,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,49.425,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,54.797,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,54.206,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,125.797,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,71.839,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,57.052,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_3,71.27,Non-Bridged sheaths sheaths,11,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_3,Cso2.Conv_6.Org_2,11,870.561
Image2,Cso2,Conv_6,Org_2,Cell_4,92.509,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,42.837,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,51.835,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,64.295,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,83.316,Anchoring sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,67.799,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,20.609,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,22.368,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,53.692,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,152.615,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,29.78,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,58.785,Bridged sheaths_perpendicular,12,4.733,142.101,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,4.733,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,142.101,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,32.453,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_4,38.156,Non-Bridged sheaths sheaths,14,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_4,Cso2.Conv_6.Org_2,14,811.049
Image2,Cso2,Conv_6,Org_2,Cell_5,107.075,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,82.991,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,132.695,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,27.489,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,144.95,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,146.914,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,24.304,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,106.187,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,82.378,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,22.46,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,34.68,Non-Bridged sheaths sheaths,11,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,16.169,Non-Bridged sheaths sheaths,12,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_5,16.754,Non-Bridged sheaths sheaths,13,NA,,OLs without bridges,Cso2.Conv_6.Org_2.Cell_5,Cso2.Conv_6.Org_2,13,945.046
Image2,Cso2,Conv_6,Org_2,Cell_6,89.382,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,77.709,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,126.992,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,105.808,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,71.496,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,145.662,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,74.031,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,56.795,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,79.127,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,20.737,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,77.725,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,118.764,Anchoring sheaths,12,NA,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,102.298,Bridged sheaths,13,1.405,221.062,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,1.405,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image2,Cso2,Conv_6,Org_2,Cell_6,221.062,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_2.Cell_6,Cso2.Conv_6.Org_2,13,1146.526
Image7,Cso2,Conv_6,Org_3,Cell_1,53.952,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,146.366,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,89.134,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,103.404,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,120.9,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,81.64,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,195.635,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_1,239.515,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_1,Cso2.Conv_6.Org_3,8,1030.546
Image7,Cso2,Conv_6,Org_3,Cell_2,102.681,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_2,Cso2.Conv_6.Org_3,5,621.134
Image7,Cso2,Conv_6,Org_3,Cell_2,101.151,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_2,Cso2.Conv_6.Org_3,5,621.134
Image7,Cso2,Conv_6,Org_3,Cell_2,84.201,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_2,Cso2.Conv_6.Org_3,5,621.134
Image7,Cso2,Conv_6,Org_3,Cell_2,134.04,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_2,Cso2.Conv_6.Org_3,5,621.134
Image7,Cso2,Conv_6,Org_3,Cell_2,199.061,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_2,Cso2.Conv_6.Org_3,5,621.134
Image7,Cso2,Conv_6,Org_3,Cell_3,278.642,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,128.98,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,174.51,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,15.406,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,143.02,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,159.075,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,180.741,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,135.117,Anchoring sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,189.435,Bridged sheaths,9,7.145,324.552,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,7.145,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,324.552,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,73.33,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,179.799,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,107.337,Anchoring sheaths,12,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,160.135,Bridged sheaths,13,3.328,267.472,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,3.328,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_3,267.472,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_3,Cso2.Conv_6.Org_3,13,1925.527
Image7,Cso2,Conv_6,Org_3,Cell_4,269.64,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,129.566,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,88.253,Anchoring sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,80.999,Bridged sheaths,4,3.258,169.252,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,3.258,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,169.252,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,68.421,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,164.045,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
Image7,Cso2,Conv_6,Org_3,Cell_4,205.167,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_4,Cso2.Conv_6.Org_3,7,1006.091
