Image,Cells,Conversion,Organoid,Cell,Length,sheath.type,Number,Bridge.length,Chain.length,Cell.type,CellID,OrgID,FREQ.SHEATH,Tot.length
Image23,Cso2,Conv_7,Org_1,Cell_4,236.568,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image23,Cso2,Conv_7,Org_1,Cell_4,118.559,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image23,Cso2,Conv_7,Org_1,Cell_4,128.059,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image23,Cso2,Conv_7,Org_1,Cell_4,112.097,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image23,Cso2,Conv_7,Org_1,Cell_4,95.168,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image23,Cso2,Conv_7,Org_1,Cell_4,14.381,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image24,Cso2,Conv_7,Org_1,Cell_5,112.56,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,127.938,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,180.442,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,209.545,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,48.685,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,105.257,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,69.402,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,52.345,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,102.432,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,207.277,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,173.051,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,80.503,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,18.051,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,36.174,Non-Bridged sheaths sheaths,14,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,60.773,Non-Bridged sheaths sheaths,15,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,59.843,Non-Bridged sheaths sheaths,16,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,27.399,Non-Bridged sheaths sheaths,17,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,62.296,Non-Bridged sheaths sheaths,18,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image24,Cso2,Conv_7,Org_1,Cell_5,63.428,Non-Bridged sheaths sheaths,19,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_5,Cso2.Conv_7.Org_1,19,1797.401
Image22,Cs25,Conv_8,Org_1,Cell_1,85.17,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,107.271,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,57.443,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,91.638,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,106.88,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,73.848,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,45.477,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,27.935,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,35.43,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,27.072,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,43.683,Anchoring sheaths,11,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,79.807,Bridged sheaths,12,9.327,123.49,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,9.327,Bridge,,,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,123.49,Chain,,,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image22,Cs25,Conv_8,Org_1,Cell_1,30.861,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cs25.Conv_8.Org_1.Cell_1,Cs25.Conv_8.Org_1,13,812.515
Image11,Cs25,Conv_9,Org_1,Cell_1,106.268,Anchoring sheaths,1,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,58.588,Bridged sheaths,2,3.282,164.856,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,3.282,Bridge,,,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,164.856,Chain,,,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,94.458,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,136.771,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,144.686,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,76.564,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,25.01,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,60.031,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,71.541,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,112.411,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,110.48,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,119.132,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,66.151,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,143.417,Non-Bridged sheaths sheaths,14,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,94.344,Non-Bridged sheaths sheaths,15,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image11,Cs25,Conv_9,Org_1,Cell_1,58.976,Non-Bridged sheaths sheaths,16,NA,,OLs with bridges,Cs25.Conv_9.Org_1.Cell_1,Cs25.Conv_9.Org_1,16,1478.828
Image26,SHEF4,Conv_10,Org_1,Cell_1,38.547,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,42.11,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,39.821,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,23.267,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,36.588,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,39.84,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,43.727,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,67.03,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,32.676,Anchoring sheaths,9,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,20.338,Bridged sheaths,10,11.599,53.014,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,11.599,Bridge,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,53.014,Chain,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,37.442,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,71.07,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,14.845,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,12.649,Non-Bridged sheaths sheaths,14,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image26,SHEF4,Conv_10,Org_1,Cell_1,16.9,Non-Bridged sheaths sheaths,15,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_1,SHEF4.Conv_10.Org_1,15,536.85
Image27,SHEF4,Conv_10,Org_1,Cell_3,159.033,Anchoring sheaths,1,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,52.566,Bridged sheaths,2,1.954,211.599,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,1.954,Bridge,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,211.599,Chain,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,78.347,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,97.694,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,90.015,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,47.791,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,89.262,Anchoring sheaths,7,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,25.965,Bridged sheaths,8,1.382,115.227,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,1.382,Bridge,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,115.227,Chain,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,96.86,Bridged sheaths,9,4.613,186.122,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,4.613,Bridge,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,186.122,Chain,,,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,89.856,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_3,104.922,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,SHEF4.Conv_10.Org_1.Cell_3,SHEF4.Conv_10.Org_1,11,932.311
Image27,SHEF4,Conv_10,Org_1,Cell_4,193,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_4,SHEF4.Conv_10.Org_1,5,526.552
Image27,SHEF4,Conv_10,Org_1,Cell_4,32.749,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_4,SHEF4.Conv_10.Org_1,5,526.552
Image27,SHEF4,Conv_10,Org_1,Cell_4,38.191,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_4,SHEF4.Conv_10.Org_1,5,526.552
Image27,SHEF4,Conv_10,Org_1,Cell_4,157.307,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_4,SHEF4.Conv_10.Org_1,5,526.552
Image27,SHEF4,Conv_10,Org_1,Cell_4,105.305,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_4,SHEF4.Conv_10.Org_1,5,526.552
Image16,SHEF4,Conv_10,Org_1,Cell_2,61.657,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,121.387,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,44.64,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,124.124,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,39.857,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,67.542,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,61.055,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,80.363,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,55.876,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image16,SHEF4,Conv_10,Org_1,Cell_2,26.673,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,SHEF4.Conv_10.Org_1.Cell_2,SHEF4.Conv_10.Org_1,10,683.174
Image17,SHEF4,Conv_10,Org_2,Cell_1,185.114,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_1,SHEF4.Conv_10.Org_2,4,396.596
Image17,SHEF4,Conv_10,Org_2,Cell_1,62.324,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_1,SHEF4.Conv_10.Org_2,4,396.596
Image17,SHEF4,Conv_10,Org_2,Cell_1,125.165,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_1,SHEF4.Conv_10.Org_2,4,396.596
Image17,SHEF4,Conv_10,Org_2,Cell_1,23.993,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_1,SHEF4.Conv_10.Org_2,4,396.596
Image17,SHEF4,Conv_10,Org_2,Cell_2,179.803,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_2,SHEF4.Conv_10.Org_2,5,448.642
Image17,SHEF4,Conv_10,Org_2,Cell_2,111.263,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_2,SHEF4.Conv_10.Org_2,5,448.642
Image17,SHEF4,Conv_10,Org_2,Cell_2,102.603,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_2,SHEF4.Conv_10.Org_2,5,448.642
Image17,SHEF4,Conv_10,Org_2,Cell_2,46.052,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_2,SHEF4.Conv_10.Org_2,5,448.642
Image17,SHEF4,Conv_10,Org_2,Cell_2,8.921,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_2,SHEF4.Conv_10.Org_2,5,448.642
Image17,SHEF4,Conv_10,Org_2,Cell_3,125.078,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_3,SHEF4.Conv_10.Org_2,4,402.443
Image17,SHEF4,Conv_10,Org_2,Cell_3,139.079,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_3,SHEF4.Conv_10.Org_2,4,402.443
Image17,SHEF4,Conv_10,Org_2,Cell_3,43.41,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_3,SHEF4.Conv_10.Org_2,4,402.443
Image17,SHEF4,Conv_10,Org_2,Cell_3,94.876,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_3,SHEF4.Conv_10.Org_2,4,402.443
Image17,SHEF4,Conv_10,Org_2,Cell_4,114.005,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_4,SHEF4.Conv_10.Org_2,4,548.521
Image17,SHEF4,Conv_10,Org_2,Cell_4,163.773,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_4,SHEF4.Conv_10.Org_2,4,548.521
Image17,SHEF4,Conv_10,Org_2,Cell_4,115.899,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_4,SHEF4.Conv_10.Org_2,4,548.521
Image17,SHEF4,Conv_10,Org_2,Cell_4,154.844,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,SHEF4.Conv_10.Org_2.Cell_4,SHEF4.Conv_10.Org_2,4,548.521
Image12,Cs25,Conv_11,Org_1,Cell_1,162.732,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,139.744,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,200.5,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,123.391,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,46.218,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,62.74,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,91.299,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,197.719,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,49.446,Anchoring sheaths,9,NA,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
