Coordinate 1,Coordinate 2,Ellipsoid Dimensions,Tags,Description,Segment IDs,Parent ID,Type,ID
"(107284, 51196, 689)",,,,85 dendrite,,,Line Strip,0ee26cad6cb35a899733fa9bbbf5652c060c6490
"(107284, 51196, 689)","(107527, 50713, 683)",,,,,0ee26cad6cb35a899733fa9bbbf5652c060c6490,Line,
"(107527, 50713, 683)","(107628, 50130, 687)",,,,,0ee26cad6cb35a899733fa9bbbf5652c060c6490,Line,
"(107628, 50130, 687)","(107584, 49789, 651)",,,,,0ee26cad6cb35a899733fa9bbbf5652c060c6490,Line,
"(106931, 49454, 607)",,,,86 dendrite,,,Line Strip,08d76d2558863066a9551c89e23448e3ba739c1d
"(106931, 49454, 607)","(106933, 49939, 628)",,,,,08d76d2558863066a9551c89e23448e3ba739c1d,Line,
"(106933, 49939, 628)","(106914, 50476, 651)",,,,,08d76d2558863066a9551c89e23448e3ba739c1d,Line,
"(106914, 50476, 651)","(106819, 50708, 670)",,,,,08d76d2558863066a9551c89e23448e3ba739c1d,Line,
"(100965, 49968, 238)",,,,87 dendrite,,,Line Strip,9962a17e086691ab201f792e289d75742ac13856
"(100965, 49968, 238)","(101144, 50532, 256)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(101144, 50532, 256)","(101302, 50905, 291)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(101302, 50905, 291)","(101684, 51568, 330)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(101684, 51568, 330)","(101734, 52128, 348)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(101734, 52128, 348)","(101932, 52877, 366)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(101932, 52877, 366)","(102070, 53321, 396)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(102070, 53321, 396)","(102118, 54220, 401)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(102118, 54220, 401)","(102154, 54306, 403)",,,,,9962a17e086691ab201f792e289d75742ac13856,Line,
"(95826, 42197, 753)",,,,88 na,,,Line Strip,cde4c808eec359fc69bd12c0cb8a282fa978f97e
"(95826, 42197, 753)","(95690, 42241, 714)",,,,,cde4c808eec359fc69bd12c0cb8a282fa978f97e,Line,
"(95690, 42241, 714)","(95598, 42313, 683)",,,,,cde4c808eec359fc69bd12c0cb8a282fa978f97e,Line,
"(95598, 42313, 683)","(95470, 42394, 658)",,,,,cde4c808eec359fc69bd12c0cb8a282fa978f97e,Line,
"(95470, 42394, 658)","(95326, 42426, 621)",,,,,cde4c808eec359fc69bd12c0cb8a282fa978f97e,Line,
"(95326, 42426, 621)","(95309, 42382, 597)",,,,,cde4c808eec359fc69bd12c0cb8a282fa978f97e,Line,
"(99382, 46574, 1359)",,,,89 na,,,Line Strip,2564245f39e83ef85498b5ce47f075024b351675
"(99382, 46574, 1359)","(99324, 46986, 1378)",,,,,2564245f39e83ef85498b5ce47f075024b351675,Line,
"(99324, 46986, 1378)","(99538, 47544, 1394)",,,,,2564245f39e83ef85498b5ce47f075024b351675,Line,
"(99538, 47544, 1394)","(99593, 48140, 1408)",,,,,2564245f39e83ef85498b5ce47f075024b351675,Line,
"(100879, 44507, 1299)",,,,90 na,,,Line Strip,90112020e7529007d95464ed03363fed9f7917c6
"(100879, 44507, 1299)","(100763, 44822, 1272)",,,,,90112020e7529007d95464ed03363fed9f7917c6,Line,
"(100763, 44822, 1272)","(100717, 45045, 1248)",,,,,90112020e7529007d95464ed03363fed9f7917c6,Line,
"(100717, 45045, 1248)","(100471, 45290, 1226)",,,,,90112020e7529007d95464ed03363fed9f7917c6,Line,
"(100471, 45290, 1226)","(100231, 45380, 1213)",,,,,90112020e7529007d95464ed03363fed9f7917c6,Line,
"(104937, 43579, 1097)",,,,91 na,,,Line Strip,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8
"(104937, 43579, 1097)","(104584, 43747, 1108)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(104584, 43747, 1108)","(104188, 43894, 1114)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(104188, 43894, 1114)","(103951, 44059, 1131)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(103951, 44059, 1131)","(103491, 44238, 1149)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(103491, 44238, 1149)","(103185, 44308, 1164)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(103185, 44308, 1164)","(102925, 44386, 1181)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(102925, 44386, 1181)","(102358, 44392, 1213)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(102358, 44392, 1213)","(101728, 44366, 1234)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(101728, 44366, 1234)","(100979, 44530, 1222)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(100979, 44530, 1222)","(100331, 44666, 1220)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(100331, 44666, 1220)","(100074, 44744, 1219)",,,,,1cd4f807044bf040fbc2ce1ee83c424a17af7ff8,Line,
"(101488, 44417, 1334)",,,,92 AIT,,,Line Strip,8e58182316eeafe5192ae0d3932de984ad4b251b
"(101488, 44417, 1334)","(101693, 44374, 1378)",,,,,8e58182316eeafe5192ae0d3932de984ad4b251b,Line,
"(101693, 44374, 1378)","(101756, 44186, 1418)",,,,,8e58182316eeafe5192ae0d3932de984ad4b251b,Line,
"(101756, 44186, 1418)","(101926, 44107, 1452)",,,,,8e58182316eeafe5192ae0d3932de984ad4b251b,Line,
"(101926, 44107, 1452)","(102195, 44026, 1489)",,,,,8e58182316eeafe5192ae0d3932de984ad4b251b,Line,
"(102195, 44026, 1489)","(102554, 44056, 1551)",,,,,8e58182316eeafe5192ae0d3932de984ad4b251b,Line,
"(102554, 44056, 1551)","(102766, 44065, 1577)",,,,,8e58182316eeafe5192ae0d3932de984ad4b251b,Line,
"(95611, 47508, 831)",,,,93 dendrite,,,Line Strip,354011c35c7978dd3f3cbb938437f09e0393e6a0
"(95611, 47508, 831)","(95691, 47974, 865)",,,,,354011c35c7978dd3f3cbb938437f09e0393e6a0,Line,
"(95691, 47974, 865)","(95910, 48544, 893)",,,,,354011c35c7978dd3f3cbb938437f09e0393e6a0,Line,
"(95910, 48544, 893)","(96109, 49232, 908)",,,,,354011c35c7978dd3f3cbb938437f09e0393e6a0,Line,
"(96109, 49232, 908)","(96157, 49751, 925)",,,,,354011c35c7978dd3f3cbb938437f09e0393e6a0,Line,
"(96157, 49751, 925)","(95937, 50071, 947)",,,,,354011c35c7978dd3f3cbb938437f09e0393e6a0,Line,
"(72659, 38873, 941)",,,,94 dendrite,,,Line Strip,cdf172aa6eb08e49b4384f24328c30bafaa64a5c
"(72659, 38873, 941)","(72338, 39509, 941)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(72338, 39509, 941)","(72043, 39874, 930)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(72043, 39874, 930)","(71769, 40018, 905)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(71769, 40018, 905)","(71020, 40345, 895)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(71020, 40345, 895)","(70364, 40715, 903)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(70364, 40715, 903)","(69814, 41282, 893)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(69814, 41282, 893)","(69464, 41539, 884)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(69464, 41539, 884)","(69129, 41701, 899)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(69129, 41701, 899)","(68588, 42201, 890)",,,,,cdf172aa6eb08e49b4384f24328c30bafaa64a5c,Line,
"(80563, 45716, 339)",,,,95 dendrite,,,Line Strip,2be72714f313594d2d27131459d44e4849943bd6
"(80563, 45716, 339)","(80922, 44690, 339)",,,,,2be72714f313594d2d27131459d44e4849943bd6,Line,
"(80922, 44690, 339)","(81139, 44279, 324)",,,,,2be72714f313594d2d27131459d44e4849943bd6,Line,
"(81139, 44279, 324)","(81422, 43623, 324)",,,,,2be72714f313594d2d27131459d44e4849943bd6,Line,
"(76162, 42657, 460)",,,,96 dendrite,,,Line Strip,8b7f85f300ba79bae611c86b87d12c00d8479c48
"(76162, 42657, 460)","(76146, 41758, 389)",,,,,8b7f85f300ba79bae611c86b87d12c00d8479c48,Line,
"(76146, 41758, 389)","(75752, 40479, 349)",,,,,8b7f85f300ba79bae611c86b87d12c00d8479c48,Line,
"(83427, 45773, 1566)",,,,97 dendrite,,,Line Strip,6c6e91923659b2338ac736850897cdf3a8672c23
"(83427, 45773, 1566)","(82865, 46128, 1602)",,,,,6c6e91923659b2338ac736850897cdf3a8672c23,Line,
"(82865, 46128, 1602)","(82693, 47074, 1623)",,,,,6c6e91923659b2338ac736850897cdf3a8672c23,Line,
"(82199, 43445, 104)",,,,98 na oob,,,Line Strip,b38149bb8732f802b57f7dbce09e2c8d3224c03b
"(82199, 43445, 104)","(82364, 43381, 87)",,,,,b38149bb8732f802b57f7dbce09e2c8d3224c03b,Line,
"(82364, 43381, 87)","(82540, 43347, 62)",,,,,b38149bb8732f802b57f7dbce09e2c8d3224c03b,Line,
"(82540, 43347, 62)","(82749, 43254, 32)",,,,,b38149bb8732f802b57f7dbce09e2c8d3224c03b,Line,
"(82749, 43254, 32)","(82865, 43215, 3)",,,,,b38149bb8732f802b57f7dbce09e2c8d3224c03b,Line,
"(82865, 43215, 3)","(82922, 43169, 1)",,,,,b38149bb8732f802b57f7dbce09e2c8d3224c03b,Line,
